A_time,B_time,A_time_numeric,B_time_numeric
1970-01-01 00:01:39.113906789,1970-01-01 00:00:22.901889281,99,22
1970-01-01 00:01:17.669969264,1970-01-01 00:00:11.125087386,77,11
1970-01-01 00:00:38.257048636,1970-01-01 00:00:18.161178599,38,18
1970-01-01 00:01:33.860020577,1970-01-01 00:00:48.727581459,93,48
1970-01-01 00:01:37.214780492,1970-01-01 00:01:29.028811250,97,89
1970-01-01 00:01:23.661981179,1970-01-01 00:01:05.878159204,83,65
1970-01-01 00:01:38.830848825,1970-01-01 00:00:06.932546702,98,6
1970-01-01 00:01:12.176764514,1970-01-01 00:00:19.458420667,72,19
1970-01-01 00:00:45.896980343,1970-01-01 00:00:16.663072257,45,16
1970-01-01 00:01:39.211975790,1970-01-01 00:00:26.521072533,99,26
1970-01-01 00:01:17.266938817,1970-01-01 00:00:09.592426835,77,9
1970-01-01 00:00:57.846274383,1970-01-01 00:00:02.798691790,57,2
1970-01-01 00:00:55.521134075,1970-01-01 00:00:12.808396760,55,12
1970-01-01 00:01:25.272994326,1970-01-01 00:00:17.082486498,85,17
1970-01-01 00:01:14.117144542,1970-01-01 00:01:05.295641641,74,65
1970-01-01 00:01:07.551846302,1970-01-01 00:00:32.465968864,67,32
1970-01-01 00:00:26.818110374,1970-01-01 00:00:07.603705444,26,7
1970-01-01 00:00:59.524500629,1970-01-01 00:00:56.900212592,59,56
1970-01-01 00:01:37.045083878,1970-01-01 00:00:45.332436591,97,45
1970-01-01 00:01:02.346441859,1970-01-01 00:00:07.747487315,62,7
1970-01-01 00:01:25.316582759,1970-01-01 00:00:24.010621946,85,24
1970-01-01 00:01:38.083694595,1970-01-01 00:00:37.898292000,98,37
1970-01-01 00:00:22.478257251,1970-01-01 00:00:06.465125402,22,6
1970-01-01 00:01:22.653450342,1970-01-01 00:00:03.611999750,82,3
1970-01-01 00:00:52.120045922,1970-01-01 00:00:12.772354592,52,12
1970-01-01 00:01:05.624625761,1970-01-01 00:00:46.493749673,65,46
1970-01-01 00:01:30.576468229,1970-01-01 00:01:18.685106082,90,78
1970-01-01 00:00:29.162457992,1970-01-01 00:00:27.396428683,29,27
1970-01-01 00:00:57.711664481,1970-01-01 00:00:47.540134252,57,47
1970-01-01 00:01:34.669671514,1970-01-01 00:00:04.028733097,94,4
1970-01-01 00:01:30.587631503,1970-01-01 00:01:16.834006283,90,76
1970-01-01 00:01:13.605671318,1970-01-01 00:00:57.435006864,73,57
1970-01-01 00:00:20.816177345,1970-01-01 00:00:06.793192691,20,6
1970-01-01 00:01:37.795589879,1970-01-01 00:01:25.092154845,97,85
1970-01-01 00:00:27.992704042,1970-01-01 00:00:20.422594103,27,20
1970-01-01 00:00:49.093322723,1970-01-01 00:00:38.544422914,49,38
1970-01-01 00:00:56.770729993,1970-01-01 00:00:07.596575307,56,7
1970-01-01 00:01:02.559594979,1970-01-01 00:00:29.831258983,62,29
1970-01-01 00:00:33.773878730,1970-01-01 00:00:30.905737778,33,30
1970-01-01 00:00:32.349042767,1970-01-01 00:00:18.858377802,32,18
1970-01-01 00:00:22.449420302,1970-01-01 00:00:04.178883954,22,4
1970-01-01 00:01:15.701087653,1970-01-01 00:00:23.751290005,75,23
1970-01-01 00:01:26.979905181,1970-01-01 00:00:03.978190612,86,3
1970-01-01 00:01:05.912276714,1970-01-01 00:00:48.350910406,65,48
1970-01-01 00:01:13.083747640,1970-01-01 00:00:33.386600180,73,33
1970-01-01 00:01:13.167047652,1970-01-01 00:00:15.153367764,73,15
1970-01-01 00:01:37.936640647,1970-01-01 00:00:25.343681189,97,25
1970-01-01 00:01:21.007052469,1970-01-01 00:01:02.981681696,81,62
1970-01-01 00:01:28.791101248,1970-01-01 00:00:42.168713276,88,42
1970-01-01 00:01:19.270300710,1970-01-01 00:00:11.918388303,79,11
1970-01-01 00:00:58.411275671,1970-01-01 00:00:50.141503208,58,50
1970-01-01 00:00:54.264415180,1970-01-01 00:00:27.757964181,54,27
1970-01-01 00:00:55.288492197,1970-01-01 00:00:04.038445538,55,4
1970-01-01 00:01:07.219087805,1970-01-01 00:00:17.588283272,67,17
1970-01-01 00:01:03.720147711,1970-01-01 00:00:07.673269747,63,7
1970-01-01 00:01:08.835665071,1970-01-01 00:00:31.195118305,68,31
1970-01-01 00:01:32.677807164,1970-01-01 00:01:24.439401510,92,84
1970-01-01 00:00:28.740758730,1970-01-01 00:00:25.132437828,28,25
1970-01-01 00:01:39.017248020,1970-01-01 00:00:49.602965982,99,49
1970-01-01 00:01:34.903630429,1970-01-01 00:01:01.155900459,94,61
1970-01-01 00:00:28.922749017,1970-01-01 00:00:09.713539415,28,9
1970-01-01 00:00:59.906373228,1970-01-01 00:00:31.843971924,59,31
1970-01-01 00:01:17.783146973,1970-01-01 00:00:55.796851467,77,55
1970-01-01 00:00:54.887760779,1970-01-01 00:00:42.623834663,54,42
1970-01-01 00:00:31.638106684,1970-01-01 00:00:24.365333592,31,24
1970-01-01 00:00:35.420395862,1970-01-01 00:00:09.373077053,35,9
1970-01-01 00:01:24.516540544,1970-01-01 00:00:04.588484052,84,4
1970-01-01 00:01:13.822340096,1970-01-01 00:00:03.408185582,73,3
1970-01-01 00:01:39.611723574,1970-01-01 00:01:37.107940881,99,97
1970-01-01 00:01:05.478330274,1970-01-01 00:00:22.927825390,65,22
1970-01-01 00:01:35.344192363,1970-01-01 00:00:18.342489434,95,18
1970-01-01 00:01:32.344834997,1970-01-01 00:00:53.421955449,92,53
1970-01-01 00:01:16.919009388,1970-01-01 00:00:33.590473412,76,33
1970-01-01 00:00:58.990448107,1970-01-01 00:00:47.480863109,58,47
1970-01-01 00:01:19.814127262,1970-01-01 00:00:53.164923190,79,53
1970-01-01 00:01:02.646878139,1970-01-01 00:00:38.753587690,62,38
1970-01-01 00:01:19.211687430,1970-01-01 00:01:17.622812836,79,77
1970-01-01 00:01:15.186812063,1970-01-01 00:00:18.974179053,75,18
1970-01-01 00:01:17.470866901,1970-01-01 00:00:30.663918322,77,30
1970-01-01 00:00:59.839024382,1970-01-01 00:00:22.185427704,59,22
1970-01-01 00:01:32.371282210,1970-01-01 00:01:29.627259116,92,89
1970-01-01 00:01:27.364485489,1970-01-01 00:00:40.600692944,87,40
1970-01-01 00:01:26.105721174,1970-01-01 00:00:38.033284633,86,38
1970-01-01 00:00:43.486435178,1970-01-01 00:00:38.395670244,43,38
1970-01-01 00:01:07.271194301,1970-01-01 00:01:00.626977222,67,60
1970-01-01 00:01:31.224024153,1970-01-01 00:00:29.208591011,91,29
1970-01-01 00:01:18.676142662,1970-01-01 00:00:26.117064801,78,26
1970-01-01 00:01:15.619238058,1970-01-01 00:00:12.172976518,75,12
1970-01-01 00:01:29.393752740,1970-01-01 00:01:19.537609683,89,79
1970-01-01 00:01:00.583556408,1970-01-01 00:00:02.386332645,60,2
1970-01-01 00:01:10.294724742,1970-01-01 00:00:40.715789683,70,40
1970-01-01 00:01:05.754781823,1970-01-01 00:00:12.334618381,65,12
1970-01-01 00:01:13.844829853,1970-01-01 00:00:53.239890670,73,53
1970-01-01 00:01:18.265744124,1970-01-01 00:00:45.485210535,78,45
1970-01-01 00:01:01.229847881,1970-01-01 00:00:19.204509494,61,19
1970-01-01 00:00:38.152022398,1970-01-01 00:00:21.938980296,38,21
1970-01-01 00:00:33.568322836,1970-01-01 00:00:17.325587608,33,17
1970-01-01 00:01:15.143803529,1970-01-01 00:00:57.595523931,75,57
1970-01-01 00:01:36.233326122,1970-01-01 00:00:34.348323019,96,34
1970-01-01 00:01:16.420016099,1970-01-01 00:00:58.204067075,76,58
1970-01-01 00:00:38.949520492,1970-01-01 00:00:16.751874150,38,16
1970-01-01 00:01:26.071236369,1970-01-01 00:00:56.399962514,86,56
1970-01-01 00:00:59.193311402,1970-01-01 00:00:31.989546899,59,31
1970-01-01 00:00:33.588277914,1970-01-01 00:00:10.834217838,33,10
1970-01-01 00:00:44.391167595,1970-01-01 00:00:15.784044227,44,15
1970-01-01 00:01:37.880948979,1970-01-01 00:01:01.617883950,97,61
1970-01-01 00:00:38.257787935,1970-01-01 00:00:04.304251578,38,4
1970-01-01 00:01:10.926729874,1970-01-01 00:01:07.913531873,70,67
1970-01-01 00:00:52.540608861,1970-01-01 00:00:01.952068479,52,1
1970-01-01 00:01:22.972222799,1970-01-01 00:00:09.842134547,82,9
1970-01-01 00:01:23.609012815,1970-01-01 00:00:34.017298551,83,34
1970-01-01 00:01:26.620657485,1970-01-01 00:00:34.943760567,86,34
1970-01-01 00:01:08.711732243,1970-01-01 00:00:54.959407885,68,54
1970-01-01 00:01:21.536183190,1970-01-01 00:00:22.948147025,81,22
1970-01-01 00:01:23.527176678,1970-01-01 00:00:36.147441102,83,36
1970-01-01 00:01:06.132684104,1970-01-01 00:00:36.879171658,66,36
1970-01-01 00:01:38.332547466,1970-01-01 00:00:29.342414519,98,29
1970-01-01 00:00:15.727753519,1970-01-01 00:00:04.401890336,15,4
1970-01-01 00:01:06.301236526,1970-01-01 00:00:05.298160859,66,5
1970-01-01 00:01:23.320036807,1970-01-01 00:01:21.274461506,83,81
1970-01-01 00:01:20.098987215,1970-01-01 00:01:07.232413202,80,67
1970-01-01 00:01:22.219442550,1970-01-01 00:00:12.687484381,82,12
1970-01-01 00:00:54.605605980,1970-01-01 00:00:31.917520160,54,31
1970-01-01 00:01:36.149455847,1970-01-01 00:00:41.717970787,96,41
1970-01-01 00:01:28.460651441,1970-01-01 00:01:00.307940170,88,60
1970-01-01 00:01:23.324934371,1970-01-01 00:01:21.384195675,83,81
1970-01-01 00:01:24.843722464,1970-01-01 00:00:31.307165951,84,31
1970-01-01 00:01:16.735926892,1970-01-01 00:00:08.999870974,76,8
1970-01-01 00:01:06.871352920,1970-01-01 00:01:00.236256666,66,60
1970-01-01 00:01:22.340366834,1970-01-01 00:01:17.852443153,82,77
1970-01-01 00:01:35.816021175,1970-01-01 00:00:13.847716213,95,13
1970-01-01 00:01:14.363889081,1970-01-01 00:00:29.766243327,74,29
1970-01-01 00:01:16.013243293,1970-01-01 00:00:58.429908303,76,58
1970-01-01 00:00:50.314834679,1970-01-01 00:00:06.777982311,50,6
1970-01-01 00:01:36.064736695,1970-01-01 00:01:00.149912611,96,60
1970-01-01 00:01:28.636755515,1970-01-01 00:01:16.993848921,88,76
1970-01-01 00:00:56.975984377,1970-01-01 00:00:44.977008053,56,44
1970-01-01 00:00:38.420961957,1970-01-01 00:00:35.029963748,38,35
1970-01-01 00:00:40.789968241,1970-01-01 00:00:17.860490461,40,17
1970-01-01 00:00:52.436410076,1970-01-01 00:00:08.620984379,52,8
1970-01-01 00:00:24.693014900,1970-01-01 00:00:18.081571134,24,18
1970-01-01 00:01:12.661764541,1970-01-01 00:00:29.240162032,72,29
1970-01-01 00:01:25.115664690,1970-01-01 00:00:01.108145242,85,1
1970-01-01 00:00:42.714656921,1970-01-01 00:00:04.817495084,42,4
1970-01-01 00:01:29.544978721,1970-01-01 00:00:14.250984058,89,14
1970-01-01 00:01:26.873715481,1970-01-01 00:00:16.405409910,86,16
1970-01-01 00:01:06.495486915,1970-01-01 00:00:25.252108669,66,25
1970-01-01 00:01:39.340714141,1970-01-01 00:00:33.308711921,99,33
1970-01-01 00:00:48.320045457,1970-01-01 00:00:42.191930889,48,42
1970-01-01 00:01:20.911827393,1970-01-01 00:00:50.987765409,80,50
1970-01-01 00:01:15.480951382,1970-01-01 00:01:11.357816173,75,71
1970-01-01 00:01:28.762869769,1970-01-01 00:01:22.190661793,88,82
1970-01-01 00:01:27.405662843,1970-01-01 00:00:33.803118235,87,33
1970-01-01 00:01:30.946612888,1970-01-01 00:00:30.803785568,90,30
1970-01-01 00:00:44.561487036,1970-01-01 00:00:21.606372936,44,21
1970-01-01 00:00:38.418820784,1970-01-01 00:00:19.905594054,38,19
1970-01-01 00:01:35.239351381,1970-01-01 00:00:46.076058109,95,46
1970-01-01 00:01:38.682810054,1970-01-01 00:00:25.458462674,98,25
1970-01-01 00:01:35.771931721,1970-01-01 00:01:06.973169918,95,66
1970-01-01 00:01:37.991363188,1970-01-01 00:00:51.017336691,97,51
1970-01-01 00:00:39.026642345,1970-01-01 00:00:32.511060423,39,32
1970-01-01 00:01:12.525481329,1970-01-01 00:00:51.509903519,72,51
1970-01-01 00:00:29.738661641,1970-01-01 00:00:23.126170732,29,23
1970-01-01 00:00:34.850268480,1970-01-01 00:00:33.077264154,34,33
1970-01-01 00:01:01.017533691,1970-01-01 00:00:27.200875011,61,27
1970-01-01 00:01:07.300338833,1970-01-01 00:00:46.089773537,67,46
1970-01-01 00:00:22.336631304,1970-01-01 00:00:02.146365084,22,2
1970-01-01 00:01:37.486299013,1970-01-01 00:01:23.601911902,97,83
1970-01-01 00:01:18.566948016,1970-01-01 00:00:32.453314701,78,32
1970-01-01 00:01:14.856538081,1970-01-01 00:00:27.048735596,74,27
1970-01-01 00:00:57.413746272,1970-01-01 00:00:40.159919514,57,40
1970-01-01 00:00:38.430631737,1970-01-01 00:00:05.830889461,38,5
1970-01-01 00:00:35.163292699,1970-01-01 00:00:24.927988052,35,24
1970-01-01 00:01:29.309865534,1970-01-01 00:00:49.068847371,89,49
1970-01-01 00:01:07.854880930,1970-01-01 00:00:30.903308079,67,30
1970-01-01 00:00:43.003377422,1970-01-01 00:00:08.140627824,43,8
1970-01-01 00:01:08.767967322,1970-01-01 00:00:56.945119549,68,56
1970-01-01 00:01:37.010697398,1970-01-01 00:01:36.284004341,97,96
1970-01-01 00:01:00.591488816,1970-01-01 00:00:57.375459355,60,57
1970-01-01 00:00:55.639043336,1970-01-01 00:00:29.089685223,55,29
1970-01-01 00:01:32.654555248,1970-01-01 00:00:35.152048367,92,35
1970-01-01 00:01:15.016800281,1970-01-01 00:00:50.124855006,75,50
1970-01-01 00:01:15.358176530,1970-01-01 00:00:46.238425326,75,46
1970-01-01 00:01:23.451155119,1970-01-01 00:00:05.477075156,83,5
1970-01-01 00:01:15.256999686,1970-01-01 00:00:19.753976499,75,19
1970-01-01 00:00:54.144256063,1970-01-01 00:00:18.258977265,54,18
1970-01-01 00:01:39.646277349,1970-01-01 00:01:34.067492619,99,94
1970-01-01 00:00:56.083703233,1970-01-01 00:00:36.660734547,56,36
1970-01-01 00:01:34.164946274,1970-01-01 00:00:39.118852155,94,39
1970-01-01 00:01:27.718379195,1970-01-01 00:00:17.600154213,87,17
1970-01-01 00:01:12.599722998,1970-01-01 00:00:45.712665516,72,45
1970-01-01 00:01:37.531163515,1970-01-01 00:01:22.266367874,97,82
1970-01-01 00:00:58.727188039,1970-01-01 00:00:22.077396316,58,22
1970-01-01 00:01:19.725381986,1970-01-01 00:01:04.383690645,79,64
1970-01-01 00:01:06.588764394,1970-01-01 00:00:38.219719922,66,38
1970-01-01 00:01:04.451130864,1970-01-01 00:00:22.515711327,64,22
1970-01-01 00:01:11.272712309,1970-01-01 00:00:35.734987746,71,35
1970-01-01 00:01:23.990541798,1970-01-01 00:00:30.913167405,83,30
1970-01-01 00:01:13.930118083,1970-01-01 00:00:29.026483770,73,29
1970-01-01 00:01:39.822632030,1970-01-01 00:01:04.325523268,99,64
1970-01-01 00:01:11.441905356,1970-01-01 00:01:04.534277142,71,64
1970-01-01 00:00:11.151036922,1970-01-01 00:00:09.338286987,11,9
1970-01-01 00:00:51.671022142,1970-01-01 00:00:14.489193630,51,14
1970-01-01 00:01:13.938842856,1970-01-01 00:00:32.996065445,73,32
1970-01-01 00:00:22.616972817,1970-01-01 00:00:21.718248398,22,21
1970-01-01 00:01:23.042913347,1970-01-01 00:00:04.865501376,83,4
1970-01-01 00:01:36.358406907,1970-01-01 00:00:20.197903036,96,20
1970-01-01 00:01:14.219889044,1970-01-01 00:00:41.730516147,74,41
1970-01-01 00:01:06.233409724,1970-01-01 00:00:19.299871155,66,19
1970-01-01 00:00:48.812694079,1970-01-01 00:00:13.482431841,48,13
1970-01-01 00:01:15.858334564,1970-01-01 00:00:51.264310831,75,51
1970-01-01 00:01:20.614986325,1970-01-01 00:00:23.179609146,80,23
1970-01-01 00:01:20.669117783,1970-01-01 00:01:08.859440548,80,68
1970-01-01 00:00:46.670203699,1970-01-01 00:00:15.726003629,46,15
1970-01-01 00:01:11.728235745,1970-01-01 00:00:14.336778753,71,14
1970-01-01 00:00:50.763968237,1970-01-01 00:00:32.432659069,50,32
1970-01-01 00:01:00.400200978,1970-01-01 00:00:04.866093489,60,4
1970-01-01 00:00:54.555662982,1970-01-01 00:00:31.001101200,54,31
1970-01-01 00:01:31.883036690,1970-01-01 00:00:18.930401330,91,18
1970-01-01 00:00:53.806192748,1970-01-01 00:00:50.804464289,53,50
1970-01-01 00:00:13.140728835,1970-01-01 00:00:05.072880417,13,5
1970-01-01 00:01:17.340622370,1970-01-01 00:01:10.585798284,77,70
1970-01-01 00:01:00.468240620,1970-01-01 00:00:49.764033451,60,49
1970-01-01 00:00:34.683320312,1970-01-01 00:00:26.564812851,34,26
1970-01-01 00:01:29.814785377,1970-01-01 00:01:17.643570655,89,77
1970-01-01 00:01:33.927709931,1970-01-01 00:00:37.051216719,93,37
1970-01-01 00:01:25.648197274,1970-01-01 00:00:28.308917143,85,28
1970-01-01 00:00:55.160070853,1970-01-01 00:00:52.259038965,55,52
1970-01-01 00:01:32.116959208,1970-01-01 00:01:08.353808244,92,68
1970-01-01 00:01:18.744848360,1970-01-01 00:00:54.581136316,78,54
1970-01-01 00:00:49.825847757,1970-01-01 00:00:45.671807510,49,45
1970-01-01 00:00:34.275687498,1970-01-01 00:00:07.863177118,34,7
1970-01-01 00:01:19.750028757,1970-01-01 00:00:31.927399945,79,31
1970-01-01 00:00:23.662163756,1970-01-01 00:00:02.849021407,23,2
1970-01-01 00:00:46.363259726,1970-01-01 00:00:30.567782222,46,30
1970-01-01 00:01:31.506511077,1970-01-01 00:01:05.461070296,91,65
1970-01-01 00:00:50.205094459,1970-01-01 00:00:26.367131741,50,26
1970-01-01 00:01:08.892958032,1970-01-01 00:00:42.609761936,68,42
1970-01-01 00:01:13.021765486,1970-01-01 00:00:06.960694248,73,6
1970-01-01 00:01:00.223209731,1970-01-01 00:00:47.099829716,60,47
1970-01-01 00:01:16.880370030,1970-01-01 00:00:45.037648649,76,45
1970-01-01 00:00:50.353310613,1970-01-01 00:00:42.530325571,50,42
1970-01-01 00:01:12.801375511,1970-01-01 00:01:08.555031257,72,68
1970-01-01 00:01:14.667089681,1970-01-01 00:00:39.616493172,74,39
1970-01-01 00:01:01.681035517,1970-01-01 00:00:15.642723984,61,15
1970-01-01 00:01:03.005646202,1970-01-01 00:00:07.032555415,63,7
1970-01-01 00:01:32.267857736,1970-01-01 00:00:47.872475256,92,47
1970-01-01 00:01:26.301458591,1970-01-01 00:00:47.876597354,86,47
1970-01-01 00:01:26.954443742,1970-01-01 00:00:29.050704364,86,29
1970-01-01 00:01:01.641097014,1970-01-01 00:00:04.248291111,61,4
1970-01-01 00:01:35.011737325,1970-01-01 00:00:47.988146100,95,47
1970-01-01 00:00:30.404933263,1970-01-01 00:00:02.059626533,30,2
1970-01-01 00:01:18.546406600,1970-01-01 00:00:43.038956572,78,43
1970-01-01 00:01:02.132877004,1970-01-01 00:00:47.668666576,62,47
1970-01-01 00:00:38.818872875,1970-01-01 00:00:31.553069490,38,31
1970-01-01 00:01:23.190390598,1970-01-01 00:00:50.128420669,83,50
1970-01-01 00:01:17.813523596,1970-01-01 00:00:56.009152069,77,56
1970-01-01 00:01:05.620243192,1970-01-01 00:00:04.200020667,65,4
1970-01-01 00:01:28.566412368,1970-01-01 00:01:16.043044654,88,76
1970-01-01 00:01:18.259902364,1970-01-01 00:01:17.495999398,78,77
1970-01-01 00:00:26.899142683,1970-01-01 00:00:15.833068379,26,15
1970-01-01 00:01:31.984708567,1970-01-01 00:00:49.819783275,91,49
1970-01-01 00:01:01.760055865,1970-01-01 00:00:16.646657046,61,16
1970-01-01 00:00:48.659094907,1970-01-01 00:00:13.122352735,48,13
1970-01-01 00:01:33.464542674,1970-01-01 00:01:12.684771860,93,72
1970-01-01 00:01:14.002789828,1970-01-01 00:01:03.050578023,74,63
1970-01-01 00:00:33.717186178,1970-01-01 00:00:06.989634991,33,6
1970-01-01 00:01:15.371111825,1970-01-01 00:00:35.283094475,75,35
1970-01-01 00:01:09.188066161,1970-01-01 00:00:35.098505647,69,35
1970-01-01 00:01:14.176944160,1970-01-01 00:00:01.192991563,74,1
1970-01-01 00:01:34.326884169,1970-01-01 00:00:47.770045623,94,47
1970-01-01 00:01:28.912645427,1970-01-01 00:00:33.613808367,88,33
1970-01-01 00:00:26.818073583,1970-01-01 00:00:26.255888308,26,26
1970-01-01 00:01:00.584279864,1970-01-01 00:00:53.659601509,60,53
1970-01-01 00:01:21.282290219,1970-01-01 00:00:26.549167724,81,26
1970-01-01 00:01:22.969439850,1970-01-01 00:00:17.616580946,82,17
1970-01-01 00:01:05.760900685,1970-01-01 00:00:35.508299723,65,35
1970-01-01 00:01:35.829415130,1970-01-01 00:01:04.014199536,95,64
1970-01-01 00:01:33.677854716,1970-01-01 00:01:05.246839824,93,65
1970-01-01 00:01:22.844843295,1970-01-01 00:00:57.095343352,82,57
1970-01-01 00:01:36.746552837,1970-01-01 00:00:01.352278220,96,1
1970-01-01 00:01:31.956001685,1970-01-01 00:00:44.697886335,91,44
1970-01-01 00:00:33.539073656,1970-01-01 00:00:22.775591832,33,22
1970-01-01 00:01:38.109425950,1970-01-01 00:00:30.014050979,98,30
1970-01-01 00:01:16.721748098,1970-01-01 00:00:52.409064211,76,52
1970-01-01 00:01:32.501515675,1970-01-01 00:01:14.022963377,92,74
1970-01-01 00:00:36.521637845,1970-01-01 00:00:17.932639195,36,17
1970-01-01 00:00:35.839371031,1970-01-01 00:00:11.185049583,35,11
1970-01-01 00:00:57.108155868,1970-01-01 00:00:14.600836683,57,14
1970-01-01 00:01:33.508809623,1970-01-01 00:00:31.032406062,93,31
1970-01-01 00:01:33.650875269,1970-01-01 00:00:47.251999967,93,47
1970-01-01 00:01:31.485242700,1970-01-01 00:00:05.349069632,91,5
1970-01-01 00:01:31.283679915,1970-01-01 00:00:30.677861881,91,30
1970-01-01 00:01:36.206774964,1970-01-01 00:00:21.118810297,96,21
1970-01-01 00:00:48.293670638,1970-01-01 00:00:31.499863443,48,31
1970-01-01 00:01:17.693878491,1970-01-01 00:01:00.020581955,77,60
1970-01-01 00:01:36.464963914,1970-01-01 00:01:14.513383688,96,74
1970-01-01 00:01:22.775874478,1970-01-01 00:00:47.604191645,82,47
1970-01-01 00:00:21.281237523,1970-01-01 00:00:02.252747539,21,2
1970-01-01 00:01:12.963263520,1970-01-01 00:00:45.460766310,72,45
1970-01-01 00:01:27.452930927,1970-01-01 00:00:12.212524499,87,12
1970-01-01 00:01:23.992585594,1970-01-01 00:00:31.393268875,83,31
1970-01-01 00:01:26.268840650,1970-01-01 00:01:15.989575354,86,75
1970-01-01 00:00:31.913431291,1970-01-01 00:00:02.252975357,31,2
1970-01-01 00:01:27.667711019,1970-01-01 00:00:41.976178241,87,41
1970-01-01 00:00:46.626157418,1970-01-01 00:00:42.544579384,46,42
1970-01-01 00:00:52.032105304,1970-01-01 00:00:15.894292274,52,15
1970-01-01 00:00:26.180329965,1970-01-01 00:00:22.366085823,26,22
1970-01-01 00:01:38.256629795,1970-01-01 00:01:20.218734211,98,80
1970-01-01 00:00:16.394650721,1970-01-01 00:00:06.190548729,16,6
1970-01-01 00:01:16.005096439,1970-01-01 00:01:09.264927072,76,69
1970-01-01 00:00:22.632688369,1970-01-01 00:00:14.898019172,22,14
1970-01-01 00:00:41.566763142,1970-01-01 00:00:38.857287561,41,38
1970-01-01 00:01:37.590263995,1970-01-01 00:00:22.928153694,97,22
1970-01-01 00:01:35.648268227,1970-01-01 00:00:43.445934384,95,43
1970-01-01 00:01:05.337907769,1970-01-01 00:01:00.250968360,65,60
1970-01-01 00:00:42.882998970,1970-01-01 00:00:30.003195189,42,30
1970-01-01 00:01:15.385478290,1970-01-01 00:01:12.043230443,75,72
1970-01-01 00:00:34.378766020,1970-01-01 00:00:07.449564707,34,7
1970-01-01 00:00:53.044835402,1970-01-01 00:00:52.933908680,53,52
1970-01-01 00:00:31.440964308,1970-01-01 00:00:09.374195504,31,9
1970-01-01 00:01:03.005313661,1970-01-01 00:00:11.905528455,63,11
1970-01-01 00:01:16.841766480,1970-01-01 00:00:13.969947631,76,13
1970-01-01 00:01:38.197969405,1970-01-01 00:00:07.000539378,98,7
1970-01-01 00:01:32.690275459,1970-01-01 00:01:02.362361575,92,62
1970-01-01 00:01:29.750501811,1970-01-01 00:01:05.611424839,89,65
1970-01-01 00:01:32.516661111,1970-01-01 00:00:03.854701117,92,3
1970-01-01 00:00:31.186103749,1970-01-01 00:00:22.013165634,31,22
1970-01-01 00:00:40.387173180,1970-01-01 00:00:24.594389169,40,24
1970-01-01 00:01:20.368933798,1970-01-01 00:01:11.678978418,80,71
1970-01-01 00:01:36.900675092,1970-01-01 00:00:42.443403365,96,42
1970-01-01 00:00:40.631698405,1970-01-01 00:00:30.973657052,40,30
1970-01-01 00:01:02.018715172,1970-01-01 00:00:25.655807332,62,25
1970-01-01 00:00:21.129057316,1970-01-01 00:00:02.220823587,21,2
1970-01-01 00:01:28.428807618,1970-01-01 00:00:56.283372314,88,56
1970-01-01 00:00:57.306807491,1970-01-01 00:00:46.908430148,57,46
1970-01-01 00:01:05.764104269,1970-01-01 00:00:58.940800464,65,58
1970-01-01 00:01:10.621879386,1970-01-01 00:00:53.851899741,70,53
1970-01-01 00:00:56.760110079,1970-01-01 00:00:54.434649710,56,54
1970-01-01 00:00:36.798497659,1970-01-01 00:00:09.599171730,36,9
1970-01-01 00:01:05.069783143,1970-01-01 00:00:11.707698081,65,11
1970-01-01 00:00:06.910900184,1970-01-01 00:00:02.307747915,6,2
1970-01-01 00:00:38.222441924,1970-01-01 00:00:36.896532484,38,36
1970-01-01 00:01:39.733733823,1970-01-01 00:01:05.420118240,99,65
1970-01-01 00:01:08.404082159,1970-01-01 00:00:51.471509469,68,51
1970-01-01 00:01:10.487353491,1970-01-01 00:00:54.649025152,70,54
1970-01-01 00:00:59.559102037,1970-01-01 00:00:21.531034774,59,21
1970-01-01 00:01:25.553101526,1970-01-01 00:00:02.291591949,85,2
1970-01-01 00:00:23.085497409,1970-01-01 00:00:05.309482696,23,5
1970-01-01 00:01:27.755432555,1970-01-01 00:00:48.469325631,87,48
1970-01-01 00:01:31.760128157,1970-01-01 00:01:15.386184056,91,75
1970-01-01 00:01:37.969049545,1970-01-01 00:00:40.390688222,97,40
1970-01-01 00:00:42.670052077,1970-01-01 00:00:13.465346786,42,13
1970-01-01 00:00:52.449876269,1970-01-01 00:00:13.479696851,52,13
1970-01-01 00:00:20.561405966,1970-01-01 00:00:18.479081576,20,18
1970-01-01 00:01:03.236685056,1970-01-01 00:00:26.350841561,63,26
1970-01-01 00:01:35.667139187,1970-01-01 00:00:46.331746612,95,46
1970-01-01 00:00:25.629415784,1970-01-01 00:00:16.138641384,25,16
1970-01-01 00:01:29.017592801,1970-01-01 00:00:32.828096019,89,32
1970-01-01 00:01:19.436785245,1970-01-01 00:00:25.849616228,79,25
1970-01-01 00:01:14.968230242,1970-01-01 00:00:58.733610962,74,58
1970-01-01 00:01:20.356972142,1970-01-01 00:00:35.318354740,80,35
1970-01-01 00:01:24.461635670,1970-01-01 00:00:34.409054435,84,34
1970-01-01 00:01:21.815219268,1970-01-01 00:00:22.602092322,81,22
1970-01-01 00:01:18.846653885,1970-01-01 00:00:22.514172262,78,22
1970-01-01 00:01:05.650759834,1970-01-01 00:00:54.702428121,65,54
1970-01-01 00:01:36.418466495,1970-01-01 00:01:19.072824510,96,79
